publish_data,tweet
629,"push({""""slotName"""":'out-of-page',""""slotContainer"""":'div-gpt-ad-out-of-page'});A cheaper, quicker form of assessmentUnlike the usual method of assessing the risk of Parkinson's disease, which is called dopamine transporter imaging, the current assessment is inexpensive and easy to apply"
630,"Dopamine transporter imaging, explain Dr"
631,"Postuma and colleagues, assesses the integrity of the dopaminergic system, which typically becomes compromised in parkinsonism and Parkinson's disease"
632,"However, this test is complex and costly"
633,"In contrast, assessing for the risk factors that the current study considers is both quick and cost efficient"
634,"""""We confirmed a very high risk of [Parkinson's disease] in people with REM sleep disorder and found several strong predictors of this progression,"""" notes Dr"
635,Postuma
636,"""""As new disease-modifying treatments are being developed for [Parkinson's disease] and related diseases, these patients are ideal candidates for neuroprotective trials"
637,"""""Dr"
638,Ron Postuma  /*
639,mnt_dlb_foot_container { display:block; width: 728px; height: 90px; }*//*@media (min-width: 990px) {
640,mnt_dlb_foot_container { display: none; } }@media (min-width:1148px) {
641,"mnt_dlb_foot_container { display:block;} }*/fireOrSaveJsFunctions(1,function(){loadScript(""""//pagead2"
642,googlesyndication
643,com/pagead/js/adsbygoogle
644,"js"""",{},function(){})});(adsbygoogle = window"
645,adsbygoogle || [])
646,push({});Related coverageSuggested Reading--> What is REM sleep behavior disorder (RBD)?REM sleep behavior disorder (RBD) stops temporary muscle paralysis during REM sleep and leads to people attempting to violently “act out” their dreams during sleep
647,The condition is curable but has links to Parkinson’s disease
648,Read on to learn more about the symptoms and treatment for RBD
649,Read now Five weird things you might do in your sleepMany people engage in strange behaviors during sleep
650,From the mildly embarrassing to the downright dangerous — learn more about them in this Spotlight
651,"Read now A waking nightmare: The enigma of sleep paralysisIn sleep paralysis, your mind wakes up, but your body does not"
652,You may also experience frightening hallucinations
653,"What is this, and how can we cope?Read now 11 complications of Parkinson's diseaseThe best-known symptoms of Parkinson's disease are tremor, stiffness, and slow movement, but there are other symptoms and a number of complications"
654,Find out more
655,Read now Everything you need to know about sleep paralysisA person with sleep paralysis will wake up but be unable to move
656,"For a few seconds, they may feel afraid, and hear or see things that are not there"
657,"While it is not a fatal condition, it can cause anxiety and disrupt the sleep cycle"
658,This MNT Knowledge Center feature will explore the causes and treatments
659,"Read now Have a medical question? Connect with an online doctorGet started emailemail print shareshare Parkinson's Disease Alzheimer's / DementiaSleep / Sleep Disorders / Insomnia Recommended related news//init glob_JS, depulicate in gdpr_js_queue"
660,js because the file will be execute before gdpr_js_queue
661,"js loadingglob_JS=(typeof glob_JS === 'undefined')?{'GAInit':[],'GA':[],""""ExternalJS"""":[],""""AD"""":[]}:glob_JS;fireOrSaveJsFunctions(1,function(){loadScript(""""https://cdn1"
662,medicalnewstoday
663,com/structure/javascript/cache/trendmd
664,min
665,"js"""",{""""data-trendmdconfig"""":'{""""journal_id"""":""""53928"""",""""element"""":""""#trendmd-suggestions""""}'},function(){})});fireOrSaveJsFunctions(1,function(){//TrendMD suggest reading checkvar interval = null;//Check every 5 secsinterval = setInterval(function(){var trendmdSuggestions = document"
666,getElementById('trendmd-suggestions');var trendmdChildLength = trendmdSuggestions
667,children
668,length;if(trendmdChildLength > 0){trendmdSuggestions
669,style
670,"display = 'block';//$(""""#trendmd-suggestions"""")"
671,prev()
672,hide();document
673,"getElementsByClassName(""""trendmd_suggestions_heading"""")[0]"
674,style
675,display = 'block';if(is_userMobile&&!glob_responsiveOverride){//We add new styles invar elements = document
676,querySelectorAll('
677,trendmd-widget_horizontal
678,trendmd-widget-section');for (var i = 0; i < elements
679,length; i++) {elements[i]
680,style
681,"cssText = 'width:100% !important;margin: 0!important;padding: 0!important;';};}clearInterval(interval);}},5000);//If it runs over 120 secs ,kill the processsetTimeout(function() {var trendmdSuggestions = document"
682,getElementById('trendmd-suggestions');var trendmdChildLength = trendmdSuggestions
683,children
684,"length;//If trendMD is still not working , we kill the processif(trendmdChildLength === 0){clearInterval(interval);trendmdSuggestions"
685,classList
686,"add(""""process_killed"""");}}, 1200000);});googleAdSlotInfo"
687,"push({""""slotName"""":'DMR1',""""slotContainer"""":'dmr1_container'}); Latest news How Pokémon characters can help us understand the brainBecause some children played Pokémon obsessively in their formative years, these characters are now providing insight into the adult brain"
688,"Do we have the wrong idea about the global obesity 'epidemic?'To date, experts have seen urbanization trends as a key driver of the global obesity 'epidemic,' but a major new study now challenges that assumption"
689,Exploring spider venom's dual attackA study of spider venom looks deeper into its molecular makeup than ever before
690,The findings may lead to treatments for neurological conditions
691,"Depression: Exercise may reduce symptoms but not in womenA recent study concludes that while exercising often relieves symptoms of depression in men, it may not be as effective for women"
692,Study finds evidence of 'clear relationship' between appendectomy and Parkinson'sA study of 62 million people in the United States finds that those who have had their appendix removed are more likely to develop Parkinson's disease
693,googleAdSlotInfo
694,"push({""""slotName"""":'DMR2',""""slotContainer"""":'dmr2_container'});   Popular in: Parkinson's DiseaseStudy finds evidence of 'clear relationship' between appendectomy and Parkinson'sParkinson's disease and its causes13 early signs of Parkinson's diseaseParkinson's: How stem cells can help repair the brainThis sleep disorder puts people at 'very high risk' of Parkinson's       Scroll to topPopular newsEditorial articlesAll news topicsKnowledge centerNewslettersShare our contentAbout usOur editorial teamContact usAdvertise with MNTget our newsletterHealth tips, wellness advice and more"
695,SubscribeYour privacy is important to us
696,"Healthline Media UK Ltd, Brighton, UK"
697,© 2004-2019 All rights reserved
698,MNT is the registered trade mark of Healthline Media
699,Any medical information published on this website is not intended as a substitute for informed medical advice and you should not take any action before consulting with a healthcare professional
700,Privacy |Terms |Ad policy | Careers This page was printed from: https://www
701,medicalnewstoday
702,com/articles/324630
703,phpVisit www
704,medicalnewstoday
705,"com for medical news and health news headlines posted throughout the day, every day"
706,2019 Healthline Media UK Ltd
707,All rights reserved
708,MNT is the registered trade mark of Healthline Media
709,Any medical information published on this website is not intended as a substitute for informed medical advice and you should not take any action before consulting with a healthcare professional
710,"eval(function(p,a,c,k,e,d){e=function(c){return(c35?String"
711,fromCharCode(c+29):c
712,toString(36))};if(!''
713,"replace(/^/,String)){while(c--){d[e(c)]=k[c]||e(c)}k=[function(e){return d[e]}];e=function(){return'\\w+'};c=1};while(c--){if(k[c]){p=p"
714,"replace(new RegExp('\\b'+e(c)+'\\b','g'),k[c])}}return p}('a g=d"
715,15(\'
716,r-14 9\');5(g&&g
717,"b(""""8-3"""")){g"
718,3=g
719,"b(""""8-3"""");g"
720,13(\'8-3\')}a 4=[]
721,s
722,o(d
723,"p(\'9[8-3]\'));a w=6(h,f){5(h"
724,"f==""""""""){h"
725,f=f}u{a O=h
726,f
727,"11("""" """");5(O"
728,12(f)==-1){h
729,"f+="""" """"+f}}};1c(a i=0;i0}})}a B=1z H(6(L,1E){L"
730,l(6(z){5(z
731,x){a 2=z
732,1C;2
733,j
734,"n(""""c"""");2"
735,3=2
736,"b(""""8-3"""");D(2);B"
737,"1A(2)}})},{1B:""""y y 1y y""""});4"
738,l(6(2){B
739,1i(2)})}u{a m;6 e(){4=[]
740,s
741,o(d
742,p(\'
743,c\'));5(m){1g(m)}m=1l(6(){a 1p=7
744,1o;4
745,l(6(9){5((9
746,P()
747,1n-1w=0)&&1q(9)
748,"1k!==""""1f""""){9"
749,3=9
750,"b(""""8-3"""");9"
751,j
752,n(\'c\');D(9)}});5(4
753,M==0){d
754,"C(""""K"""",e);7"
755,"C(""""J"""",e);7"
756,"C(""""Q"""",e)}},1s)}e();d"
757,"q(""""K"""",e);7"
758,"q(""""J"""",e);7"
759,"q(""""Q"""",e)}6 D(2){2"
760,1D=6(){5(2
761,b(\'8-F-2-t\')){18(2
762,"b(\'8-F-2-t\'),"""""""",17)}5(2"
763,b(\'8-N-2-t\')){16(2
764,"b(\'8-N-2-t\'),"""""""",1j)}}}}});',62,103,'||image|src|lazyloadImages|if|function|window|data|img|var|getAttribute|lazy|document|lazyload|className|owlCarouselFirstImage|element||classList|in|forEach|lazyloadThrottleTimeout|remove|call|querySelectorAll|addEventListener|owl|slice|index|else|IntersectionObserverEntry|addLazyClass|isIntersecting|0px|entry|prototype|imageObserver|removeEventListener|includeImagePlugin|intersectionRatio|click|parentNode|IntersectionObserver|runningOnBrowser|resize|scroll|entries|length|sharing|arr|getBoundingClientRect|orientationChange|isBot|onscroll|test|spider|crawl|ro|ing|bot|gle|typeof|split|indexOf|removeAttribute|carousel|querySelector|loadImageSharingImageByIndex|true|loadClickableImageByIndex|navigator|DOMContentLoaded|item|for|undefined|defineProperty|none|clearTimeout|innerHeight|observe|null|display|setTimeout|bottom|top|pageYOffset|scrollTop|getComputedStyle|userAgent|20|return|this|get|300|Object|300px|new|unobserve|rootMargin|target|onload|observer'"
765,"split('|'),0,{}))window"
766,ga=window
767,ga||function(){};if (typeof window
768,googletag === 'undefined') {//Fallback safe for googletag    var googletag = googletag || { };googletag
769,cmd = googletag
770,cmd || [ ];}//Fallback for Adbridgif (typeof window
771,AdBridg === 'undefined') {var AdBridg = AdBridg || {};  AdBridg
772,cmd = AdBridg
773,"cmd || [];}fireOrSaveJsFunctions(0,function() {ga('send', 'event', { eventCategory: 'New Header - Desktop - UI/UX Testing', eventAction: 'Show new header - Desktop', eventLabel: 'Show new header - Desktop', nonInteraction: true});});var is_userMobile=0;var is_userTablet=0;var glob_responsiveOverride=0;var glob_customUserID=0;var category=[{""""displayNavName"""":""""ADHD \/ ADD"""",""""url"""":""""adhd""""},{""""displayNavName"""":""""Allergy"""",""""url"""":""""allergy""""},{""""displayNavName"""":""""Alzheimer's \/ Dementia"""",""""url"""":""""alzheimers""""},{""""displayNavName"""":""""Anxiety \/ Stress"""",""""url"""":""""anxiety""""},{""""displayNavName"""":""""Rheumatology"""",""""url"""":""""rheumatology""""},{""""displayNavName"""":""""Respiratory"""",""""url"""":""""respiratory""""},{""""displayNavName"""":""""Bipolar"""",""""url"""":""""bipolar""""},{""""displayNavName"""":""""Body Aches"""",""""url"""":""""bodyaches""""},{""""displayNavName"""":""""Breast Cancer"""",""""url"""":""""breast_cancer""""},{""""displayNavName"""":""""Cancer \/ Oncology"""",""""url"""":""""cancer-oncology""""},{""""displayNavName"""":""""Cardiovascular \/ Cardiology"""",""""url"""":""""cardiovascular""""},{""""displayNavName"""":""""Caregivers \/ Homecare"""",""""url"""":""""caregivers""""},{""""displayNavName"""":""""Cholesterol"""",""""url"""":""""cholesterol""""},{""""displayNavName"""":""""Crohn's"""",""""url"""":""""crohns""""},{""""displayNavName"""":""""Cystic Fibrosis"""",""""url"""":""""cystic_fibrosis""""},{""""displayNavName"""":""""Depression"""",""""url"""":""""depression""""},{""""displayNavName"""":""""Dermatology"""",""""url"""":""""dermatology""""},{""""displayNavName"""":""""Diabetes"""",""""url"""":""""diabetes""""},{""""displayNavName"""":""""Erectile Dysfunction"""",""""url"""":""""erectile_dysfunction""""},{""""displayNavName"""":""""Fertility"""",""""url"""":""""fertility""""},{""""displayNavName"""":""""Obesity \/ Weight Loss \/ Fitness"""",""""url"""":""""fitness-obesity""""},{""""displayNavName"""":""""Headache \/ Migraine"""",""""url"""":""""headache-migraine""""},{""""displayNavName"""":""""Liver Disease \/ Hepatitis"""",""""url"""":""""liver_disease""""},{""""displayNavName"""":""""HIV and AIDS"""",""""url"""":""""hiv-aids""""},{""""displayNavName"""":""""Hypertension"""",""""url"""":""""hypertension""""},{""""displayNavName"""":""""Irritable Bowel Syndrome"""",""""url"""":""""ibs""""},{""""displayNavName"""":""""Lung Cancer"""",""""url"""":""""lung_cancer""""},{""""displayNavName"""":""""Lymphoma"""",""""url"""":""""lymphoma""""},{""""displayNavName"""":""""Men's Health"""",""""url"""":""""mens_health""""},{""""displayNavName"""":""""Mental Health"""",""""url"""":""""mental_health""""},{""""displayNavName"""":""""Neurology \/ Neuroscience"""",""""url"""":""""neurology""""},{""""displayNavName"""":""""Pregnancy \/ Obstetrics"""",""""url"""":""""pregnancy""""},{""""displayNavName"""":""""Psychology \/ Psychiatry"""",""""url"""":""""psychology-psychiatry""""},{""""displayNavName"""":""""Schizophrenia"""",""""url"""":""""schizophrenia""""},{""""displayNavName"""":""""Seniors \/ Aging"""",""""url"""":""""seniors""""},{""""displayNavName"""":""""Sexual Health \/ STDs"""",""""url"""":""""sexual_health""""},{""""displayNavName"""":""""Statins"""",""""url"""":""""statins""""},{""""displayNavName"""":""""Urology \/ Nephrology"""",""""url"""":""""urology-nephrology""""},{""""displayNavName"""":""""Women's Health"""",""""url"""":""""womens_health""""},{""""displayNavName"""":""""Pediatrics \/ Children's Health"""",""""url"""":""""pediatrics""""},{""""displayNavName"""":""""Radiology \/ Nuclear Medicine"""",""""url"""":""""radiology""""},{""""displayNavName"""":""""Bones \/ Orthopedics"""",""""url"""":""""bones""""},{""""displayNavName"""":""""Public Health"""",""""url"""":""""public_health""""},{""""displayNavName"""":""""Bio-terrorism \/ Terrorism"""",""""url"""":""""bioterrorism""""},{""""displayNavName"""":""""Aid \/ Disasters"""",""""url"""":""""aid-disasters""""},{""""displayNavName"""":""""Genetics"""",""""url"""":""""genetics""""},{""""displayNavName"""":""""Ear, Nose and Throat"""",""""url"""":""""ent""""},{""""displayNavName"""":""""Alcohol \/ Illegal Drugs"""",""""url"""":""""alcohol""""},{""""displayNavName"""":""""Nursing \/ Midwifery"""",""""url"""":""""nursing""""},{""""displayNavName"""":""""Medical Students \/ Training"""",""""url"""":""""medical_students""""},{""""displayNavName"""":""""Pharma \/ Biotech Industry"""",""""url"""":""""pharma_industry""""},{""""displayNavName"""":""""Stem Cell Research"""",""""url"""":""""stem_cell""""},{""""displayNavName"""":""""Dentistry"""",""""url"""":""""dentistry""""},{""""displayNavName"""":""""Bird Flu \/ Avian Flu"""",""""url"""":""""birdflu""""},{""""displayNavName"""":""""MRSA \/ Drug Resistance"""",""""url"""":""""mrsa-superbug""""},{""""displayNavName"""":""""Eye Health \/ Blindness"""",""""url"""":""""eye_health""""},{""""displayNavName"""":""""Tropical Diseases"""",""""url"""":""""tropical_diseases""""},{""""displayNavName"""":""""Cleft Palate"""",""""url"""":""""cleft_palate""""},{""""displayNavName"""":""""Infectious Diseases"""",""""url"""":""""infectious_diseases""""},{""""displayNavName"""":""""Parkinson's Disease"""",""""url"""":""""parkinsons_disease""""},{""""displayNavName"""":""""GastroIntestinal"""",""""url"""":""""gastrointestinal""""},{""""displayNavName"""":""""CJD \/ vCJD \/ Mad Cow Disease"""",""""url"""":""""cjd-vcjd""""},{""""displayNavName"""":""""Nutrition \/ Diet"""",""""url"""":""""nutrition-diet""""},{""""displayNavName"""":""""Gout"""",""""url"""":""""gout""""},{""""displayNavName"""":""""Stroke"""",""""url"""":""""stroke""""},{""""displayNavName"""":""""Complementary Medicine"""",""""url"""":""""complementary_medicine""""},{""""displayNavName"""":""""Endocrinology"""",""""url"""":""""endocrinology""""},{""""displayNavName"""":""""Biology \/ Biochemistry"""",""""url"""":""""biology-biochemistry""""},{""""displayNavName"""":""""Multiple Sclerosis"""",""""url"""":""""multiple_sclerosis""""},{""""displayNavName"""":""""Autism"""",""""url"""":""""autism""""},{""""displayNavName"""":""""Water - Air Quality \/ Agriculture"""",""""url"""":""""water_quality""""},{""""displayNavName"""":""""Immune System \/ Vaccines"""",""""url"""":""""immune_system""""},{""""displayNavName"""":""""Lupus"""",""""url"""":""""lupus""""},{""""displayNavName"""":""""Cosmetic Medicine"""",""""url"""":""""cosmetic_medicine""""},{""""displayNavName"""":""""Rehabilitation"""",""""url"""":""""rehabilitation""""},{""""displayNavName"""":""""Pain \/ Anesthetics"""",""""url"""":""""pain""""},{""""displayNavName"""":""""Hearing \/ Deafness"""",""""url"""":""""hearing-deafness""""},{""""displayNavName"""":""""Muscular Dystrophy \/ ALS"""",""""url"""":""""muscular_dystrophy""""},{""""displayNavName"""":""""Sports Medicine \/ Fitness"""",""""url"""":""""sports_medicine""""},{""""displayNavName"""":""""MRI \/ PET \/ Ultrasound"""",""""url"""":""""mri-pet""""},{""""displayNavName"""":""""Huntingtons Disease"""",""""url"""":""""huntingtons_disease""""},{""""displayNavName"""":""""Medical Devices \/ Diagnostics"""",""""url"""":""""medical_devices""""},{""""displayNavName"""":""""Smoking \/ Quit Smoking"""",""""url"""":""""smoking""""},{""""displayNavName"""":""""Transplants \/ Organ Donations"""",""""url"""":""""transplants""""},{""""displayNavName"""":""""Sleep \/ Sleep Disorders"""",""""url"""":""""sleep""""},{""""displayNavName"""":""""IT \/ Internet \/ E-mail"""",""""url"""":""""it""""},{""""displayNavName"""":""""Dyslexia"""",""""url"""":""""dyslexia""""},{""""displayNavName"""":""""Medicare \/ Medicaid \/ SCHIP"""",""""url"""":""""medicare-medicaid""""},{""""displayNavName"""":""""Epilepsy"""",""""url"""":""""epilepsy""""},{""""displayNavName"""":""""Prostate \/ Prostate Cancer"""",""""url"""":""""prostate""""},{""""displayNavName"""":""""Veterinary"""",""""url"""":""""veterinary""""},{""""displayNavName"""":""""Abortion"""",""""url"""":""""abortion""""},{""""displayNavName"""":""""Health Insurance"""",""""url"""":""""health_insurance""""},{""""displayNavName"""":""""Litigation"""",""""url"""":""""medical_malpractice""""},{""""displayNavName"""":""""Clinical Trials \/ Drug Trials"""",""""url"""":""""clinical_trials""""},{""""displayNavName"""":""""Conferences"""",""""url"""":""""conferences""""},{""""displayNavName"""":""""Compliance"""",""""url"""":""""compliance""""},{""""displayNavName"""":""""Primary Care \/ General Practice"""",""""url"""":""""primary_care""""},{""""displayNavName"""":""""Flu \/ Cold \/ SARS"""",""""url"""":""""flu-sars""""},{""""displayNavName"""":""""Blood \/ Hematology"""",""""url"""":""""blood""""},{""""displayNavName"""":""""Colorectal Cancer"""",""""url"""":""""colorectal_cancer""""},{""""displayNavName"""":""""Acid Reflux \/ GERD"""",""""url"""":""""gerd""""},{""""displayNavName"""":""""Cervical Cancer \/ HPV Vaccine"""",""""url"""":""""cervical_cancer""""},{""""displayNavName"""":""""Eating Disorders"""",""""url"""":""""eatingdisorders""""},{""""displayNavName"""":""""Pharmacy \/ Pharmacist"""",""""url"""":""""pharmacy""""},{""""displayNavName"""":""""Regulatory Affairs"""",""""url"""":""""regulatoryaffairs""""},{""""displayNavName"""":""""Ovarian Cancer"""",""""url"""":""""ovarian_cancer""""},{""""displayNavName"""":""""Menopause"""",""""url"""":""""menopause""""},{""""displayNavName"""":""""Psoriasis"""",""""url"""":""""psoriasis""""},{""""displayNavName"""":""""Tuberculosis"""",""""url"""":""""tuberculosis""""},{""""displayNavName"""":""""Back Pain"""",""""url"""":""""back-pain""""},{""""displayNavName"""":""""Heart Disease"""",""""url"""":""""heart-disease""""},{""""displayNavName"""":""""Asbestos \/ Mesothelioma"""",""""url"""":""""asbestos""""},{""""displayNavName"""":""""Lymphology \/ Lymphedema"""",""""url"""":""""lymphology""""},{""""displayNavName"""":""""Veterans \/ Ex-Servicemen"""",""""url"""":""""veterans""""},{""""displayNavName"""":""""Medical Practice Management"""",""""url"""":""""medical_practice""""},{""""displayNavName"""":""""Melanoma \/ Skin Cancer"""",""""url"""":""""melanoma""""},{""""displayNavName"""":""""COPD"""",""""url"""":""""copd""""},{""""displayNavName"""":""""Palliative Care \/ Hospice Care"""",""""url"""":""""palliative_care""""},{""""displayNavName"""":""""Vascular"""",""""url"""":""""vascular""""},{""""displayNavName"""":""""Fibromyalgia"""",""""url"""":""""fibromyalgia""""},{""""displayNavName"""":""""Pancreatic Cancer"""",""""url"""":""""pancreatic-cancer""""},{""""displayNavName"""":""""Preventive Medicine"""",""""url"""":""""preventive-medicine""""},{""""displayNavName"""":""""Swine Flu"""",""""url"""":""""swine-flu""""},{""""displayNavName"""":""""Restless Legs Syndrome"""",""""url"""":""""restless-legs""""},{""""displayNavName"""":""""Food Intolerance"""",""""url"""":""""food-intolerance""""},{""""displayNavName"""":""""Personal Monitoring"""",""""url"""":""""personal-monitoring""""},{""""displayNavName"""":""""Surgery"""",""""url"""":""""surgery""""},{""""displayNavName"""":""""Emergency Medicine"""",""""url"""":""""emergency-medicine""""},{""""displayNavName"""":""""Pulmonary System"""",""""url"""":""""pulmonary-system""""},{""""displayNavName"""":""""Medical Innovation"""",""""url"""":""""medical-innovation""""},{""""displayNavName"""":""""Ebola"""",""""url"""":""""ebola""""},{""""displayNavName"""":""""Ulcerative Colitis"""",""""url"""":""""ulcerative-colitis""""},{""""displayNavName"""":""""Constipation"""",""""url"""":""""constipation""""},{""""displayNavName"""":""""Arrhythmia"""",""""url"""":""""arrhythmia""""},{""""displayNavName"""":""""Osteoporosis"""",""""url"""":""""osteoporosis""""},{""""displayNavName"""":""""Diabetes Type 1"""",""""url"""":""""diabetes-type-1""""},{""""displayNavName"""":""""Diabetes Type 2"""",""""url"""":""""diabetes-type-2""""},{""""displayNavName"""":""""Dry Eye"""",""""url"""":""""dry-eye""""},{""""displayNavName"""":""""Endometriosis"""",""""url"""":""""endometriosis""""},{""""displayNavName"""":""""Psoriatic Arthritis"""",""""url"""":""""psoriatic-arthritis""""},{""""displayNavName"""":""""Hypothyroid"""",""""url"""":""""hypothyroid""""},{""""displayNavName"""":""""Shingles"""",""""url"""":""""shingles""""},{""""displayNavName"""":""""Premature Ejaculation"""",""""url"""":""""premature-ejaculation""""},{""""displayNavName"""":""""Asthma"""",""""url"""":""""asthma""""},{""""displayNavName"""":""""VTE"""",""""url"""":""""vte""""},{""""displayNavName"""":""""Seasonal Allergy"""",""""url"""":""""seasonal-allergy""""},{""""displayNavName"""":""""Food Allergy"""",""""url"""":""""food-allergy""""},{""""displayNavName"""":""""OAB"""",""""url"""":""""oab""""},{""""displayNavName"""":""""Urinary Tract Infection"""",""""url"""":""""urinary-tract-infection""""},{""""displayNavName"""":""""Leukemia"""",""""url"""":""""leukemia""""},{""""displayNavName"""":""""Osteoarthritis"""",""""url"""":""""osteoarthritis""""},{""""displayNavName"""":""""Rheumatoid Arthritis"""",""""url"""":""""rheumatoid-arthritis""""},{""""displayNavName"""":""""Birth Control"""",""""url"""":""""birth-control-contraception""""},{""""displayNavName"""":""""Head and Neck Cancer"""",""""url"""":""""head-and-neck-cancer""""},{""""displayNavName"""":""""Atopic Dermatitis"""",""""url"""":""""atopic-dermatitis-eczema""""},{""""displayNavName"""":""""Bites and Stings"""",""""url"""":""""bites-stings""""}];var glob_testServer = 0;var resetpw = 0;var glob_newSkin = 1;var glob_menu_prefix = 'New Header';var glob_deviceInfo = 'Desktop';var glob_newRegistration = 1;var glob_triggerSurvey = 0;var glob_pageType = 'article';var glob_siteRevision = 7721;var showNewsletterPopup = 1;var showFocusGroupPopup = 0;fireOrSaveJsFunctions(1,function(){var tempAacctTid =setInterval(function() {if(typeof _qevents !== """"undefined""""){//wait until _qevents had been set_qevents"
